Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
Courtenay Crossing,Starbucks,4475-89080,2507030014,CO,"1661 Cliffe Ave, Courtney Crossing",1661 Cliffe Ave,,Courtney Crossing,Courtenay,BC,CA,V9N 2K6,"49.6838874817, -124.991493225",49.68388748,-124.9914932,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
5067 Dixie Rd,Starbucks,4657-100002,905-614-1731,CO,5067 Dixie Road,5067 Dixie Road,,,Mississauga,ON,CA,L4W 5S6,"43.6368942261, -79.6210632324",43.63689423,-79.62106323,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - North Delta #14,Starbucks,79646-108553,,LS,6401 120 St,6401 120 St,,,Delta,BC,CA,V4E 3G3,"49.1199684143, -122.892127991",49.11996841,-122.892128,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
20 Innovation Dr,Starbucks,4938-124144,905-851-5035,CO,"20 Innovation Drive, Building B, Unit 1",20 Innovation Drive,"Building B, Unit 1",,Vaughan,ON,CA,L4H 0S3,"43.788608551, -79.6259307861",43.78860855,-79.62593079,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Commercial & 2nd,Starbucks,176-105,6042515397,CO,1752 Commercial Drive,1752 Commercial Drive,,,Vancouver,BC,CA,V5N 4A3,"49.268825531, -123.069419861",49.26882553,-123.0694199,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Trans Can Hwy & 13th Ave SE,Starbucks,4677-101293,403-528-8932,CO,1296 Trans Canada Hwy SE,1296 Trans Canada Hwy SE,,,Medicine Hat,AB,CA,T1B 1J5,"50.006893158, -110.66493988",50.00689316,-110.6649399,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Longos Fairview,Starbucks,79269-99848,905-637-3804,LS,1225 Fairview St,1225 Fairview St,,,Burlington,ON,CA,L7S 1Y3,"43.3294563293, -79.8196182251",43.32945633,-79.81961823,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Surrey #92,Starbucks,74729-97793,604-594-7341,LS,7450 120 St,7450 120 St,,,Surrey,BC,CA,V3W 3M9,"49.1382980347, -122.889099121",49.13829803,-122.8890991,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Surrey #184,Starbucks,79695-115465,,LS,7165 138 Street,7165 138 Street,,,Surrey,BC,CA,V3W 7T9,"49.132484436, -122.840103149",49.13248444,-122.8401031,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Lougheed & Ottawa,Starbucks,4348-1982,604-552-1671,CO,"2325 Ottawa Street, 100, Poco Home & Business Centre",2325 Ottawa Street,100,Poco Home & Business Centre,Port Coquitlam,BC,CA,V3B 8A4,"49.2566223145, -122.747200012",49.25662231,-122.7472,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
East Hastings & Kamloops,Starbucks,123-84,(604) 253-2055,CO,2531 E Hastings,2531 E Hastings,,,Vancouver,BC,CA,V5K 1Z2,"49.2812995911, -123.053695679",49.28129959,-123.0536957,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Kensington Square,Starbucks,4453-82766,604-205-9044,CO,"6568 Hastings Street, Kensington Square",6568 Hastings Street,,Kensington Square,Burnaby,BC,CA,V5B 1S2,"49.279800415, -122.968315125",49.27980042,-122.9683151,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Chapters-Mic Mac Mall,Starbucks,72141-4624,902-466-1648,LS,41 Mic Mac Blvd.,41 Mic Mac Blvd.,,,Dartmouth,NS,CA,B3A 4N3,"44.6847000122, -63.5567398071",44.68470001,-63.55673981,Atlantic Standard Time,-240,GMT-04:00 America/Halifax,2013-12-08 17:41:59-05:00
Ladner,Starbucks,183-142,(604) 940-8394,CO,5263 B Ladner Trunk Rd.,5263 B Ladner Trunk Rd.,,,Delta,BC,CA,V4K 1W6,"49.0903968811, -123.078231812",49.09039688,-123.0782318,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Chapters - St John's,Starbucks,72173-16274,709-726-0375,LS,70 Kenmount Rd,70 Kenmount Rd,,,St Johns,NL,CA,A1B 1W2,"47.557598114, -52.7585639954",47.55759811,-52.758564,Newfoundland Standard Time,-210,GMT-03:30 America/St_Johns,2013-12-08 17:41:59-05:00
99th Ave & 105 Street,Starbucks,4672-100582,780-429-9661,CO,"10504 99 Avenue, 101",10504 99 Avenue,101,,Edmonton,AB,CA,T5K 1B2,"53.5374526978, -113.501426697",53.5374527,-113.5014267,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Clemenceau & St-David,Starbucks,4082-140787,418-663-2122,CO,2790 Av St David,2790 Av St David,,,Quebec,QC,CA,G1C 5W2,"46.8645401001, -71.2143707275",46.8645401,-71.21437073,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
Depot 170 Chapters,Starbucks,4301-777,780-481-6156,CO,"9952B 170th Street NW, Depot 170",9952B 170th Street NW,,Depot 170,Edmonton,AB,CA,T5T 6G7,"53.5372924805, -113.616661072",53.53729248,-113.6166611,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
420 Vansickle Rd,Starbucks,4556-94105,9056419393,CO,"420 Vansickle Road, F3, Frist Pro Garden City",420 Vansickle Road,F3,Frist Pro Garden City,St. Catharines,ON,CA,L2R 6P9,"43.1548957825, -79.2680206299",43.15489578,-79.26802063,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Longos Aurora,Starbucks,5023-145349,,LS,650 Wellington St E,650 Wellington St E,,,Aurora,ON,CA,L4G 0K3,"44.0071983337, -79.4442977905",44.00719833,-79.44429779,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Kamloops #56,Starbucks,74753-97373,250-376-4129,LS,750 Fortune Dr,750 Fortune Dr,,,Kamloops,BC,CA,V2B 2L2,"50.698600769, -120.359146118",50.69860077,-120.3591461,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway-Calgary #293,Starbucks,74678-97415,,LS,70 Shawville Boulevard SW,70 Shawville Boulevard SW,,,Calgary,AB,CA,T2Y 2Z3,"50.9067878723, -114.066719055",50.90678787,-114.0667191,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Southland Chapters,Starbucks,4352-2303,306-569-9766,CO,"2627 Gordon Road, Southland Mall",2627 Gordon Road,,Southland Mall,Regina,SK,CA,S4S 6H7,"50.4019203186, -104.619148254",50.40192032,-104.6191483,Canada Central Standard Time,-360,GMT-06:00 America/Regina,2013-12-08 17:41:59-05:00
Richmond Hospital/Lobby,Starbucks,72112-2995,604-244-5540,LS,7000 Westminster Hwy,7000 Westminster Hwy,,,Richmond,BC,CA,V6X 1A2,"49.1696739197, -123.147117615",49.16967392,-123.1471176,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Metropolis Skytrain,Starbucks,4428-62582,604/436-2500,CO,"4700 Kingsway, 2255, Metrotown",4700 Kingsway,2255,Metrotown,Burnaby,BC,CA,V5H 4M1,"49.226146698, -123.002593994",49.2261467,-123.002594,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
1545 Bayview,Starbucks,4276-936,(416) 322-5519,CO,1545 Bayview Avenue,1545 Bayview Avenue,,,Toronto,ON,CA,M4G 3B5,"43.7051849365, -79.3747634888",43.70518494,-79.37476349,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
90 Kingston Rd,Starbucks,4304-853,(905) 426-5885,CO,"90 Kingston Rd., Durham Centre",90 Kingston Rd.,,Durham Centre,Ajax,ON,CA,L1Z 1G1,"43.863117218, -79.0213241577",43.86311722,-79.02132416,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Calgary #2000,Starbucks,79713-123485,403-293-0915,LS,850 Saddletowne Cir NE,850 Saddletowne Cir NE,,,Calgary,AB,CA,T3J 5M1,"51.1233863831, -113.94569397",51.12338638,-113.945694,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Church & Adelaide,Starbucks,4998-138145,(416) 703-5914,CO,82 Adelaide Street East,82 Adelaide Street East,,,Toronto,ON,CA,M5C 1K9,"43.6513366699, -79.3746871948",43.65133667,-79.37468719,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Midland & McNicoll,Starbucks,4874-115910,416) 297-0618,CO,3740 Midland Avenue,3740 Midland Avenue,,,Toronto,ON,CA,M1V 4V3,"43.8163070679, -79.2933197021",43.81630707,-79.2933197,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Tuxedo Park,Starbucks,4985-137687,204 488 7411,CO,"2025 Corydon Ave, 184, Tuxedo Park Shopping Centre",2025 Corydon Ave,184,Tuxedo Park Shopping Centre,Winnipeg,MB,CA,R3P 0N5,"49.8676872253, -97.2133178711",49.86768723,-97.21331787,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Suter Brook Village,Starbucks,4895-104704,(604) 461-3922,CO,176 Brew St,176 Brew St,,,Port Moody,BC,CA,V3H 0E7,"49.2795448303, -122.828132629",49.27954483,-122.8281326,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Chinook North,Starbucks,4447-77821,403-253-3363,CO,"6455 Macleod Tr SW, Space Z-107, Chinook Centre",6455 Macleod Tr SW,Space Z-107,Chinook Centre,Calgary,AB,CA,T2H 0K8,"50.9989814758, -114.074188232",50.99898148,-114.0741882,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway - Calgary #202,Starbucks,74853-100964,403-248-0848,LS,399 36th Street NE,399 36th Street NE,,,Calgary,AB,CA,T2A 7R4,"51.0545730591, -113.981987",51.05457306,-113.981987,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway - Selkirk #603,Starbucks,79592-102422,,LS,318 Manitoba Ave,318 Manitoba Ave,,,Selkirk,MB,CA,R1A OY7,"50.1453552246, -96.8730545044",50.14535522,-96.8730545,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Crystal Lodge,Starbucks,4617-98138,604-905-5560,CO,"4154 Village Green, Unit 10, Crystal Lodge",4154 Village Green,Unit 10,Crystal Lodge,Whistler,BC,CA,V0N 1B4,"50.1142616272, -122.955917358",50.11426163,-122.9559174,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Montreal Eaton Centre,Starbucks,4060-140786,514-656-7902,CO,"705 Rue St. Catherine Ouest, #3232B",705 Rue St. Catherine Ouest,#3232B,,Montreal,QC,CA,H3B 4G5,"45.5024337769, -73.571762085",45.50243378,-73.57176209,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
Dynamic Funds Tower - 1 Adelaide E,Starbucks,4486-89940,416-955-1638,CO,"1 Adelaide St E, Suite 100",1 Adelaide St E,Suite 100,,Toronto,ON,CA,M5C 2V9,"43.6503868103, -79.3780136108",43.65038681,-79.37801361,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Fort McMurray #888,Starbucks,74751-97790,780-790-1988,LS,9601 Franklin Avenue,9601 Franklin Avenue,,,Fort McMurray,AB,CA,T9H 2J8,"56.7244796753, -111.373374939",56.72447968,-111.3733749,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Burrard & Smithe,Starbucks,4535-19419,604-683-4464,CO,930 Burrard Street,930 Burrard Street,,,Vancouver,BC,CA,V6Z 3G5,"49.2817840576, -123.124588013",49.28178406,-123.124588,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
421 Richmond Road,Starbucks,4484-88341,613-715-9796,CO,"421 Richmond Road, 101, Westboro Village Centre",421 Richmond Road,101,Westboro Village Centre,Ottawa,ON,CA,K2A 4H1,"45.3905029297, -75.7573852539",45.39050293,-75.75738525,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
1831 Robertson Road,Starbucks,4458-84661,613-726-6565,CO,"1831 Robertson Road, Stafford Centre",1831 Robertson Road,,Stafford Centre,Nepean,ON,CA,K2H 8X3,"45.3282470703, -75.8189086914",45.32824707,-75.81890869,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Atrium 1 - 5th Ave & 8th St,Starbucks,4735-104203,403-237-9209,CO,"839 5Th Avenue SW, Atruim I",839 5Th Avenue SW,,Atruim I,Calgary,AB,CA,T2P 3C8,"51.048740387, -114.080879211",51.04874039,-114.0808792,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway-Lethbridge #2276,Starbucks,74730-97380,,LS,1550 University Drive W,1550 University Drive W,,,Lethbridge,AB,CA,T1J 4T3,"49.6936988831, -112.89151001",49.69369888,-112.89151,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Taschereau & Regent,Starbucks,4072-140746,450-671-4940,CO,3724 Boul Taschereau,3724 Boul Taschereau,,,Montreal,QC,CA,J4V 2H9,"45.4880371094, -73.4720077515",45.48803711,-73.47200775,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
17 Avenue SW,Starbucks,4261-929,(403) 209-2888,CO,715 17th Avenue S.W.,715 17th Avenue S.W.,,,Calgary,AB,CA,T2S 0B6,"51.0376663208, -114.078460693",51.03766632,-114.0784607,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway-Penticton #153,Starbucks,74378-92181,,LS,1301 Main Street,1301 Main Street,,,Penticton,BC,CA,V2A 5E9,"49.4844741821, -119.587081909",49.48447418,-119.5870819,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
2500 Appleby Line,Starbucks,4678-100978,905-336-4229,CO,"2500 Appleby Line, Building Pad A, Cornerstone Centre",2500 Appleby Line,Building Pad A,Cornerstone Centre,Burlington,ON,CA,L7L 0A2,"43.4054946899, -79.8080978394",43.40549469,-79.80809784,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Scarborough Chptrs,Starbucks,4350-2078,4163354016,CO,20 William Kitchen Road,20 William Kitchen Road,,,Scarborough,ON,CA,M1P 5B7,"43.7724685669, -79.2830200195",43.77246857,-79.28302002,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Gaetz Ave Chapters,Starbucks,4337-1931,403-340-1151,CO,"5250 22nd St, Unit 1089, 52nd Ave & 22nd St",5250 22nd St,Unit 1089,52nd Ave & 22nd St,Red Deer,AB,CA,T4R 2T4,"52.2392311096, -113.815231323",52.23923111,-113.8152313,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Deep Cove,Starbucks,180-240,(604) 929-5962,CO,391 North Dollarton,391 North Dollarton,,,North Vancouver,BC,CA,V7G 1M9,"49.3149871826, -122.954345703",49.31498718,-122.9543457,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
631 Commissioners Rd E,Starbucks,4674-100799,519-649-1444,CO,631 Commissioners Road East,631 Commissioners Road East,,,London,ON,CA,N6C 2V1,"42.9577636719, -81.2328872681",42.95776367,-81.23288727,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Mayor Magrath Drive,Starbucks,4839-107715,(403)320-2158,CO,1409 Mayor Magrath,1409 Mayor Magrath,,,Lethbridge,AB,CA,T1K 2R1,"49.6777877808, -112.801971436",49.67778778,-112.8019714,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Queen & Logan,Starbucks,4718-100794,416-461-9788,CO,908 Queen St E,908 Queen St E,,,Toronto,ON,CA,M4M 1J5,"43.6606750488, -79.342376709",43.66067505,-79.34237671,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Summit Ctre - Kamloops,Starbucks,4691-99966,250-372-5205,CO,"1180 Columbia Street West, H101, Summit Shopping Centre",1180 Columbia Street West,H101,Summit Shopping Centre,Kamloops,BC,CA,V2C 6R6,"50.663848877, -120.35533905",50.66384888,-120.3553391,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Bakerview - Sumas Way,Starbucks,4661-99980,604-864-6035,CO,100-1399 Sumas Way,100-1399 Sumas Way,,,Abbotsford,BC,CA,V2S 8M9,"49.0279922485, -122.265800476",49.02799225,-122.2658005,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
YYZ Toronto Int'l Term Pier F Upper,Starbucks,75924-102701,416-776-3100,LS,"6301 Silver Dart Drive, Terminal 1",6301 Silver Dart Drive,Terminal 1,,Mississauga,ON,CA,L5P 1B2,"43.6837997437, -79.6196899414",43.68379974,-79.61968994,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Newton Village,Starbucks,144-16,(604) 597-8892,CO,"7380 King George Highway, Unit # 800",7380 King George Highway,Unit # 800,,Surrey,BC,CA,V3W 5A5,"49.1369552612, -122.844291687",49.13695526,-122.8442917,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Brandon # 604,Starbucks,74896-100388,204-726-8014,LS,921 18th St NE,921 18th St NE,,,Brandon,MB,CA,R7A 6T2,"49.8355751038, -99.9616622925",49.8355751,-99.96166229,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Safeway - Burnaby #121,Starbucks,74839-99492,604-420-3420,LS,9855 Austin Rd,9855 Austin Rd,,,Burnaby,BC,CA,V3J 1N4,"49.2516479492, -122.896018982",49.25164795,-122.896019,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Richmond #138,Starbucks,79604-107924,,LS,6140 Blundell Road,6140 Blundell Road,,,Richmond,BC,CA,V7C 1H6,"49.1550064087, -123.15763855",49.15500641,-123.1576386,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Whistler Village,Starbucks,128-199,(604) 938-0611,CO,"4295 Blackcomb Way, Unit #123",4295 Blackcomb Way,Unit #123,,Whistler,BC,CA,V0N 1B4,"50.1153068542, -122.95425415",50.11530685,-122.9542542,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
274 Wilson Avenue,Starbucks,4396-25548,416-633-4538,CO,274 Wilson Ave.,274 Wilson Ave.,,,North York,ON,CA,M2H 1S8,"43.7376098633, -79.4344558716",43.73760986,-79.43445587,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Hornby,Starbucks,152-118,(604) 685-3695,CO,811 Hornby St,811 Hornby St,,,Vancouver,BC,CA,V6Z 2E6,"49.2824897766, -123.1223526",49.28248978,-123.1223526,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Ambleside,Starbucks,173-236,(604) 925-9766,CO,"1718 Marine Drive, Suite B",1718 Marine Drive,Suite B,,West Vancouver,BC,CA,V7V 1J3,"49.3284759521, -123.160774231",49.32847595,-123.1607742,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
2501 Third Line,Starbucks,4531-94623,905-465-2285,CO,"2501 Third Line, Unit 1, Building C",2501 Third Line,"Unit 1, Building C",,Oakville,ON,CA,L6M 5A9,"43.4496498108, -79.7590408325",43.44964981,-79.75904083,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Edmonton #2278,Starbucks,74970-102935,,LS,2304 109th Street NW,2304 109th Street NW,,,Edmonton,AB,CA,T6J 5E5,"53.4549026489, -113.510314941",53.45490265,-113.5103149,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
2253 Queen St. E. & Hammersmith,Starbucks,4306-1593,(416) 691-6262,CO,2253 Queen S. E.,2253 Queen S. E.,,,Toronto,ON,CA,M4E 1G3,"43.6711387634, -79.2943344116",43.67113876,-79.29433441,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
West Fourth (Original Store),Starbucks,164-110,(604) 737-0477,CO,2270 West 4th Street,2270 West 4th Street,,,Vancouver,BC,CA,V6K 1N8,"49.2680206299, -123.156677246",49.26802063,-123.1566772,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Intact Place,Starbucks,4382-16455,403/234-9035,CO,"321 6th Avenue SW, Units 226-228, Energy Building",321 6th Avenue SW,Units 226-228,Energy Building,Calgary,AB,CA,T2P 3H3,"51.0474510193, -114.069358826",51.04745102,-114.0693588,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
3175 Higthway 7 E,Starbucks,4252-786,(905) 474-9967,CO,3175 Highway 7 East,3175 Highway 7 East,,,Markham,ON,CA,L3R 0J5,"43.8493309021, -79.3519363403",43.8493309,-79.35193634,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
UBC -Tech. Facility 3,Starbucks,4526-94048,604-221-6434,CO,"6190 Agronomy Road, UBC, Technical Enterprise Facility 3","6190 Agronomy Road, UBC",,Technical Enterprise Facility 3,Vancouver,BC,CA,V6T 1L9,"49.2612686157, -123.24647522",49.26126862,-123.2464752,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Town Ctr Mall-Powell River,Starbucks,4705-101307,604-485-1270,CO,7065 Barnet Street,7065 Barnet Street,,,Powell River,BC,CA,V8A 1Z9,"49.8418083191, -124.517753601",49.84180832,-124.5177536,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Champlain Place Mall - Level 1,Starbucks,4091-140808,506-855-5299,CO,447 Paul St.,447 Paul St.,,,Dieppe,NB,CA,E1A 4X5,"46.0956954956, -64.7601165771",46.0956955,-64.76011658,Atlantic Standard Time,-240,GMT-04:00 America/Moncton,2013-12-08 17:41:59-05:00
Scotia Square - Level 1,Starbucks,4088-140778,902-425-3620,CO,5201 Duke St,5201 Duke St,,,Halifax,NS,CA,B3J 1N9,"44.6492919922, -63.5757369995",44.64929199,-63.575737,Atlantic Standard Time,-240,GMT-04:00 America/Halifax,2013-12-08 17:41:59-05:00
Grandview Hwy & Natal Street,Starbucks,4818-104454,604-434-7114,CO,2840 Bentall Street,2840 Bentall Street,,,Vancouver,BC,CA,V5M 4H4,"49.2586288452, -123.030601501",49.25862885,-123.0306015,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
"Mariner Square, Campbell River",Starbucks,4792-106467,250-830-1035,CO,"1400 Dogwood Street, Mariner Square",1400 Dogwood Street,,Mariner Square,Campbell River,BC,CA,V9W 3A6,"50.0289154053, -125.249710083",50.02891541,-125.2497101,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Jeanne Mance & Ste-Catherine,Starbucks,4053-140734,514-759-8963,CO,262 Rue St. Catherine Ouest,262 Rue St. Catherine Ouest,,,Montreal,QC,CA,H2X 2A1,"45.5069618225, -73.5660934448",45.50696182,-73.56609344,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
